,id,created_at,text,favorite_count,retweet_count,reply_count,hashtags
279,9.13E+17,26/09/17 18:31,"Know this man, who detectives want to speak to about a city centre stabbing? GMP appeal: https://t.co/3gjs1dEktk https://t.co/ZDG809v21K'",3,19,38,[]
280,9.13E+17,26/09/17 18:29,"@Police_Now @OfficialUoM @illy064 Insp S - they didn't really hack it, but it's good advice anyway!""",3,0,41,[]
281,9.13E+17,26/09/17 16:40,@MichaelJKeay @Coffee4Craig @audaciouschurch @BarnabusMcr @MichaelJKeay would advise against publishing personal &amp;\xe2\x80\xa6 https://t.co/bsumB1j0dy',0,0,42,[]
282,9.13E+17,26/09/17 16:24,@MichaelJKeay @Coffee4Craig @audaciouschurch @BarnabusMcr Can you email your contact details &amp; evidence to 15922@gm\xe2\x80\xa6 https://t.co/PLomcN018o',1,0,35,[]
283,9.13E+17,26/09/17 16:12,Volunteers busy supporting rough sleepers tonight\n\n7-9 @Coffee4Craig\n7:30-9:30 @Audaciouschurch\n7:45-9 @BarnabusMcr\xe2\x80\xa6 https://t.co/fM01HD2NQJ',22,8,50,[]
284,9.13E+17,26/09/17 16:06,@GoogleExpertUK @AndyBurnhamGM @gmpolice @HomelessPolice @hull_homeless @StopUKHomeless @3MT_Manchester @mcrshield\xe2\x80\xa6 https://t.co/HxzaPBdg53',0,0,62,[]
285,9.13E+17,26/09/17 11:51,"Do you have any info on these missing people, which will help us reunite them with their loved ones?\xe2\x80\xa6 https://t.co/Sa0d014gsg'",1,4,25,[]
286,9.13E+17,26/09/17 10:48,"Got any info that can help us track down our 'Most Wanted'? https://t.co/UxfOvUJkae https://t.co/LXasjYx1Gm""",0,1,57,[]
287,9.13E+17,26/09/17 10:35,"@Police_Now @OfficialUoM Insp S - sorry if you got this twice - I didn't know colleagues from Longsight had 'hacked\xe2\x80\xa6 https://t.co/cCx3linYQM""",5,0,47,[]
288,9.13E+17,26/09/17 10:34,"@GMPLongsight @Police_Now @OfficialUoM Insp S - sorry if you got this twice - I didn't know colleagues from Longsig\xe2\x80\xa6 https://t.co/Bl8vFaUXK8""",0,0,42,[]
289,9.13E+17,26/09/17 10:30,RT @GMPLongsight: Come and visit us at the @Police_Now stand at University Place at @OfficialUoM to discuss our new #PoliceNow graduate sch\xe2\x80\xa6',0,3,57,"[{'text': 'PoliceNow', 'indices': [116, 126]}]"
290,9.13E+17,26/09/17 10:26,Come and visit us at the @Police_Now stand at University Place at @OfficialUoM to discuss our new #PoliceNow gradua\xe2\x80\xa6 https://t.co/4ZIKPgIXJg',10,5,56,"[{'text': 'PoliceNow', 'indices': [98, 108]}]"
291,9.13E+17,26/09/17 09:58,See our FB page for more in-depth news &amp; debate https://t.co/aNvIudCtUG\n\n#streetVulnerable #streetAction https://t.co/buQ21pu1Jx',2,1,50,"[{'text': 'streetVulnerable', 'indices': [77, 94]}, {'text': 'streetAction', 'indices': [95, 108]}]"
292,9.13E+17,26/09/17 09:46,Had any tools nicked? Recognise yours amongst these we have recovered in Clayton? GMP appeal:\xe2\x80\xa6 https://t.co/LFvvSQY3yo',5,19,40,[]
293,9.13E+17,26/09/17 09:21,"Know this man, who we want to speak to after an officer was attacked and dragged into a car? GMP appeal:\xe2\x80\xa6 https://t.co/yWsq3agAz2'",6,30,42,[]
294,9.13E+17,26/09/17 07:11,"16 yr old arrested yesterday in Piccadilly Gardens by plain clothes #OpMandera cops, charged possession with intent\xe2\x80\xa6 https://t.co/N1Wk1tZGsc'",14,2,33,"[{'text': 'OpMandera', 'indices': [68, 78]}]"
295,9.13E+17,26/09/17 06:29,iScam - Man pays \xc2\xa3300 on the street for iPhone 7+ but gets bottle of water in a bag. See our FB for full story: https://t.co/T3yX27jsYV',27,25,68,[]
296,9.13E+17,26/09/17 06:14,RT @GMPSpecials: Observant @GMPCityCentre Restaurant staff spot a man known for ordering a pricey \xf0\x9f\xa5\x98 and giving a dud \xf0\x9f\x92\xb3 for payment. \xf0\x9f\x91\xaeon \xf0\x9f\xa4\x9a t\xe2\x80\xa6',0,4,48,[]
297,9.13E+17,26/09/17 05:55,Good to see @gmptraffic taking action on one of our pet hates - dangerous chancers cutting in on the M602 https://t.co/UtOVkjgFs3',19,0,42,[]
298,9.12E+17,25/09/17 23:39,@ManCityCouncil @Towzer Suspect its one or two independent outreach volunteer groups who approach rough sleepers &amp;\xe2\x80\xa6 https://t.co/VPuIMPpbNM',3,1,28,[]
299,9.12E+17,25/09/17 22:45,@loganbelle4 @ManCityCouncil Where necessary as a last resort. Most situations rarely require PSPOs due to people g\xe2\x80\xa6 https://t.co/w5X2cHVbR2',1,0,45,[]
300,9.12E+17,25/09/17 22:04,@ManCityCouncil Tents are handed out to rough sleepers with good intentions but unfortunatey they often attract dru\xe2\x80\xa6 https://t.co/JmWKgCUu7g',9,5,44,[]
301,9.12E+17,25/09/17 21:53,@GoogleExpertUK @AndyBurnhamGM @gmpolice @HomelessPolice @hull_homeless @StopUKHomeless @3MT_Manchester @mcrshield\xe2\x80\xa6 https://t.co/zUa2ToPzQa',0,0,35,[]
302,9.12E+17,25/09/17 21:47,@GoogleExpertUK @AndyBurnhamGM @gmpolice @HomelessPolice @hull_homeless @StopUKHomeless @3MT_Manchester @mcrshield\xe2\x80\xa6 https://t.co/1R9ch5BonK',2,2,73,[]
303,9.12E+17,25/09/17 19:53,@GoogleExpertUK @AndyBurnhamGM @gmpolice @HomelessPolice @hull_homeless @StopUKHomeless @3MT_Manchester @mcrshield\xe2\x80\xa6 https://t.co/kRQG2iL88A',5,4,58,[]
304,9.12E+17,25/09/17 19:31,Getting lots of reports recently of tents popping up across city centre. Please report to @ManCityCouncil Rough Sle\xe2\x80\xa6 https://t.co/mMQo5VWNGx',15,9,34,[]
305,9.12E+17,25/09/17 19:19,@GoogleExpertUK @AndyBurnhamGM @gmpolice @HomelessPolice @hull_homeless @StopUKHomeless @3MT_Manchester @mcrshield\xe2\x80\xa6 https://t.co/RwYc81TRlZ',1,2,61,[]
306,9.12E+17,25/09/17 19:05,RT @Coffee4Craig: @GMPCityCentre Eeeee tis a good job too. #RainyDay #rain #Manchester #wet happy #homeless tonight.',0,1,60,"[{'text': 'RainyDay', 'indices': [59, 68]}, {'text': 'rain', 'indices': [69, 74]}, {'text': 'Manchester', 'indices': [75, 86]}, {'text': 'wet', 'indices': [87, 91]}, {'text': 'homeless', 'indices': [98, 107]}]"
307,9.12E+17,25/09/17 18:14,@GoogleExpertUK @AndyBurnhamGM @gmpolice @HomelessPolice @hull_homeless @StopUKHomeless @3MT_Manchester @mcrshield\xe2\x80\xa6 https://t.co/fWeM1XoG3T',3,0,55,[]
308,9.12E+17,25/09/17 17:55,@GoogleExpertUK @AndyBurnhamGM @gmpolice @HomelessPolice @hull_homeless @StopUKHomeless @3MT_Manchester @mcrshield\xe2\x80\xa6 https://t.co/AkCN8cDeDd',49,6,53,[]
309,9.12E+17,25/09/17 14:27,@TheLifeofHayley @TheLifeofHayley Insp S - email me details - Phil.spurgeon@gmp.police.uk',0,0,51,[]
310,9.12E+17,25/09/17 13:28,"@TheLifeofHayley Sorry, we didn't respond as didn't pick up your Tweet quickly - SM not yet monitored 24/7. It is a\xe2\x80\xa6 https://t.co/z8J6jNkdpq""",0,0,56,[]
311,9.12E+17,25/09/17 13:27,"RT @ManchesterASBAT: Court Result: 5 months imprisonment today for male who breached ASB Injunction, he failed to engage with offers of sup\xe2\x80\xa6'",0,3,39,[]
312,9.12E+17,24/09/17 21:20,"@x_SelinaHo_x @GMPNewtonHeath @gmpolice Insp S - we're sorry you couldn't initially get through. Did you get throug\xe2\x80\xa6 https://t.co/PRilOaEw6U""",0,0,43,[]
313,9.12E+17,24/09/17 11:12,"Husam Ghazanfar 18 yrs from Gorton, has been charged with possession of a knife, after an incident on Princess St i\xe2\x80\xa6 https://t.co/2F51Lc7ycj'",6,2,39,[]
314,9.12E+17,24/09/17 09:07,"Matthew Herrick 27 yrs of no fixed address, charged 2 assaults &amp; racially abusing a police officer, after an incide\xe2\x80\xa6 https://t.co/lK33gL7Zv3'",6,1,48,[]
315,9.12E+17,24/09/17 00:51,"@justme44xx 1 - Still being investigated\n2 - No, can't name due to age\n3 - No, they're still with us""",0,0,51,[]
316,9.12E+17,23/09/17 22:32,"@AnneMcLaughlin @AnneMcLaughlin Insp S - got that! As I said first time round, a really good observation and a remi\xe2\x80\xa6 https://t.co/FSYllP86Np'",1,0,56,[]
317,9.12E+17,23/09/17 21:57,"Remember, if you need help on your night out, @village_haven is open 11pm-4am on Bloom St https://t.co/uNwFRNpQAO'",17,14,55,[]
318,9.12E+17,23/09/17 21:20,"@AnneMcLaughlin @Whitmore03David Insp S - we acknowledged that valid point @AnneMcLaughlin made in original Tweet,\xe2\x80\xa6 https://t.co/qKQU2rLTwM'",1,0,64,[]
319,9.12E+17,23/09/17 20:15,@loganbelle4 All females',0,0,55,[]
320,9.12E+17,23/09/17 20:08,Why do they do that?\n\n999 to man kicking off at a shop in Piccadilly - has now taken his top off and threatened vio\xe2\x80\xa6 https://t.co/k7RXeAkHI1',23,2,62,[]
321,9.12E+17,23/09/17 18:29,"6 females 15 to 17 yrs arrested Tib St 4pm sus aggravated burglary, after reports planks of wood &amp; spade used to fo\xe2\x80\xa6 https://t.co/hzBlNyX9bP'",21,3,60,[]
322,9.12E+17,23/09/17 18:17,"26 yr old arrested possession of Spice with intent supply in Piccadilly Gardens yesterday, released pending further\xe2\x80\xa6 https://t.co/iGthybvyKR'",19,1,44,[]
323,9.12E+17,23/09/17 18:05,"17 yr old arrested at 2am on Princess St on suspicion of assault with a belt &amp; possession of Class A drugs, remains\xe2\x80\xa6 https://t.co/JVCMZvCueU'",13,2,57,[]
324,9.12E+17,23/09/17 13:13,"@l_ronaldson @GoogleExpertUK @GoogleExpertUK Insp S - You said you'd give details of someone fined for simply being\xe2\x80\xa6 https://t.co/0z7Qe0xiEs""",0,0,54,[]
325,9.11E+17,22/09/17 19:46,@ManCityCouncil (2/2) site for cleaning. Ongoing discussions to deter future drug use at the location #teamwork\xe2\x80\xa6 https://t.co/0SU6HzwezQ',7,2,51,"[{'text': 'teamwork', 'indices': [102, 111]}]"
326,9.11E+17,22/09/17 19:32,"(1/2) Riverside drugs hotspot, today temporarily closed &amp; fenced-off. Police working with @ManCityCouncil Neighbour\xe2\x80\xa6 https://t.co/DoZsQxBzfY'",19,1,40,[]
327,9.11E+17,22/09/17 18:20,RT @ManchesterASBAT: ASBAT Criminal Behaviour Order workshop. Working with @GMPCityCentre taking action against offenders to protect the pu\xe2\x80\xa6',0,4,55,[]
328,9.11E+17,22/09/17 14:11,"@l_ronaldson @GoogleExpertUK @GoogleExpertUK Insp S - email me details of that case and I'll check what circumstanc\xe2\x80\xa6 https://t.co/QNA8Zd6sxN""",0,0,50,[]
329,9.11E+17,22/09/17 13:46,"@l_ronaldson @GoogleExpertUK @l_ronaldson Insp S - but we aren't fining people for being 'homeless', so not sure wh\xe2\x80\xa6 https://t.co/mLYEEBbw2S""",4,0,46,[]
330,9.11E+17,22/09/17 13:39,"@l_ronaldson @GoogleExpertUK @stonesliam1 Insp S - technically, still illegal to rough sleep under 1824 Vagrancy Ac\xe2\x80\xa6 https://t.co/hCHZfgklPC'",1,4,59,[]
331,9.11E+17,22/09/17 13:16,@l_ronaldson @GoogleExpertUK @GoogleExpertUK Insp S - happy to discuss offline - phil.spurgeon@gmp.police.uk But yo\xe2\x80\xa6 https://t.co/QsVWJTQjpC',0,0,59,[]
332,9.11E+17,22/09/17 13:00,@l_ronaldson Insp S - no reply yet from you or @googleexpertuk with details of anyone fined in Manchester for simpl\xe2\x80\xa6 https://t.co/rB5FeBjNu8',20,2,58,[]
333,9.11E+17,22/09/17 12:47,@MusicSneakers @gmpolice Insp S - tried replying to your email but problem my end. Please report the public order e\xe2\x80\xa6 https://t.co/aHwOd2z5je',0,0,23,[]
334,9.11E+17,22/09/17 12:23,@Boyde11 @GMPFallowfield We have tagged @MobikeUK for collection. Thanks',2,0,41,[]
335,9.11E+17,22/09/17 08:57,City police &amp; @ManCityCouncil Rough Sleeper Team @ManchesterASBAT clearing this site working together to tackle com\xe2\x80\xa6 https://t.co/7jtQGcEHAU',8,9,59,[]
336,9.11E+17,22/09/17 08:46,Police @ManCityCouncil Rough Sleeper Team @ManchesterASBAT ongoing challenges of street drug misuse. See our FB link https://t.co/Eof4Ef4VSr',1,2,42,[]
337,9.11E+17,22/09/17 01:44,"2am - Man arrested on Jacksons Row, after an allegation that door staff have been assaulted https://t.co/XhsTV5V9iR'",4,1,54,[]
338,9.11E+17,21/09/17 23:22,Midnight call - Drunk 20 yr old jumped over wall Princess St and now stuck in mud on embankment of river below. Cops + fire service dealing',56,15,51,[]
339,9.11E+17,21/09/17 22:16,@l_ronaldson Insp S - but we make no apology for enforcement on those causing crime or anti-social behaviour regard\xe2\x80\xa6 https://t.co/uEeLFaib5s',4,0,61,[]
340,9.11E+17,21/09/17 22:13,"@l_ronaldson Insp S - People are not given on the spot fines or arrested and fined \xc2\xa3500 or \xc2\xa31000 at court, if simpl\xe2\x80\xa6 https://t.co/lb7Bh6t7Qn'",6,0,42,[]
341,9.11E+17,21/09/17 22:10,@tony_entwistle Insp S - thanks for that support',1,0,49,[]
342,9.11E+17,21/09/17 22:08,"@GoogleExpertUK @l_ronaldson @SirRichardLeese @GoogleExpertUK Insp S - you are also quoting \xc2\xa350 'on the spot fines'\xe2\x80\xa6 https://t.co/cZkLNaTZJt""",1,0,53,[]
343,9.11E+17,21/09/17 20:41,"Insp S - evening all! Covering Response across North Manchester, but will keep you updated on key overnight incidents for the city centre'",14,3,62,[]
344,9.11E+17,21/09/17 19:57,@JadeLouieLandon https://t.co/9VML03rhTA',0,0,48,[]
345,9.11E+17,21/09/17 19:22,@mesnowy @GMPMossAndHulme @gmpolice We thinks it some sort of wide load escort - @gmptraffic dealing',0,0,52,[]
346,9.11E+17,21/09/17 19:10,@floatygoat Sorry for late reply. We had 5.30pm report of someone throwing a firework from a vehicle - could be this?',1,0,36,[]
347,9.11E+17,21/09/17 19:04,15 yr old Piccadilly Gardens Spice dealer sentenced. See our Facebook for details:  https://t.co/DTPtXqg8GV',15,6,56,[]
348,9.11E+17,21/09/17 18:34,@SalomeMoloney No pun...just another strange call...not sure what caller thought police could really do though?',0,0,52,[]
349,9.11E+17,21/09/17 18:28,"(3/3) Appts made to house 2 people, others declined help. All reminded plenty of support available but also warned their  actions caused ASB'",10,3,56,[]
350,9.11E+17,21/09/17 18:24,"Calls to police today include a report of a fox running in and out of the road near Portland St.\n\nWe didn't attend. https://t.co/PdCkGyV2F5""",23,4,45,[]
351,9.11E+17,21/09/17 18:17,(2/3) None of the occupants claimed ownership of tent that was littered with drug paraphernalia &amp; removed for public safety reasons.',13,3,66,[]
352,9.11E+17,21/09/17 18:12,(1/3) Police &amp; Council Rough Sleeper Team today cleared away a tent being used as a drug-den in a city park after complaints from residents.',23,2,48,[]
353,9.11E+17,21/09/17 17:52,"Rough sleepers begging for food can be sent to @Coffee4Craig drop-in 7-9pm at 52 Oldham St, free meals, shower &amp; su\xe2\x80\xa6 https://t.co/i3qgQCUMQN'",57,68,51,[]
354,9.11E+17,21/09/17 11:41,@GabrielleCee officers dedicated to the NQ to visit the location. Please email with more details: 01864@gmp.police.uk &amp; 15214@gmp.police.uk',3,0,48,[]
355,9.11E+17,20/09/17 15:47,@DazTheBeard Thanks for letting us know. Will look into it and report back.',0,0,58,[]
356,9.11E+17,20/09/17 15:42,"(2/2) street drinkers, drug users, littering, being rowdy &amp; intimidating local residents. Enforcement @ManchesterASBAT after support offered'",5,1,42,[]
357,9.11E+17,20/09/17 15:33,(1/2) City police serve 6 Community Protection Notice warnings to troublemakers causing ASB outside businesses &amp; residential apartments',12,6,52,[]
358,9.11E+17,20/09/17 15:29,@GabrielleCee Will take a look tomorrow and report back',2,0,55,[]
359,9.11E+17,20/09/17 15:26,Police support council workers as they often get verbally abused or physically threatened when trying to move people on or clean around them',6,1,37,[]
360,9.11E+17,20/09/17 14:36,"Police are called as a last resort when people either refuse to move after blocking fire exits, or are causing anti-social behaviour.'",5,2,52,[]
361,9.11E+17,20/09/17 14:19,Police got involved after several complaints from residents fed up with litter &amp; human excrement on the street outside their home.',16,1,44,[]
362,9.10E+17,20/09/17 12:52,Police &amp; Council attend popular city centre rough sleeper location. Support offered &amp; advice given about leaving a\xe2\x80\xa6 https://t.co/T4HAL6Q9dv',23,3,64,[]
363,9.10E+17,20/09/17 11:12,RT @CityCo: All hands to the deck @PiccadillyMCR #cleanteam @GMPCityCentre #dontdroplitter #ourmanchester https://t.co/W5BU4IZhgu',0,8,57,"[{'text': 'cleanteam', 'indices': [49, 59]}, {'text': 'dontdroplitter', 'indices': [75, 90]}, {'text': 'ourmanchester', 'indices': [91, 105]}]"
364,9.10E+17,20/09/17 11:12,RT @JessCox_CityCo: Prep talk before we start! @CityCo @Biffa @GMPCityCentre and businesses within Piccadillly Garden and Market St! #ourma\xe2\x80\xa6',0,9,32,[]
365,9.10E+17,19/09/17 07:59,"@Plip Sorry you couldn't get through - operators will be tied up on priority 999s""",0,0,59,[]
366,9.10E+17,18/09/17 18:06,"@gingadom Sorry you couldn't get through - operators will be tied up on priority 999s""",1,0,52,[]
367,9.10E+17,18/09/17 07:28,RT @gmpolice: The UK threat level has returned to severe but you will continue to see officers across Greater Manchester https://t.co/EPPba\xe2\x80\xa6',0,91,44,[]
368,9.10E+17,18/09/17 07:16,"While crims use public transport, we'll continue 'gateway' checks. Spice dealer no ticket on @MCRMetrolink jailed: https://t.co/Of8KUCEgAt""",17,0,46,[]
369,9.09E+17,17/09/17 15:52,"@Curiousfortrut1 @HiBob84 Moot point - if didn't get any could it be conspiracy/aiding/abetting supply? Or attempt\xe2\x80\xa6 https://t.co/sqJTPh0qUo""",0,0,37,[]
370,9.09E+17,17/09/17 15:44,"@lee_greenhalgh1 @lee_greenhalgh1 Insp S - no problem. Severe = attack likely, but that's a general UK threat level\xe2\x80\xa6 https://t.co/dw975rW0C2""",1,0,53,[]
371,9.09E+17,17/09/17 15:41,"Just to make clear - threat level is for the UK in general, not specific to Manchester'",14,1,33,[]
372,9.09E+17,17/09/17 15:40,@lee_greenhalgh1 Insp S - sorry - we had Gremlins in our Facebook - put the wrong picture with the link. I have deleted and reposted/Tweeted',1,0,48,[]
373,9.09E+17,17/09/17 15:37,UK terror threat level reduced today to severe (attack likely).\n\nSee GMP web for advice on terrorism concerns: https://t.co/LhYXTje3Xd',33,33,54,[]
374,9.09E+17,17/09/17 14:50,"Paul William Bailey 36 yrs of NFA charged 2 x public order + racially aggravated public order, following incident a\xe2\x80\xa6 https://t.co/7kafEfBDZp'",9,0,50,[]
375,9.09E+17,17/09/17 14:31,"@MichaelJKeay Insp S - We've been developing these asic policing' tactics under #OpMandera since 2013; initially\xe2\x80\xa6 https://t.co/yHVrbHwP7l""",0,0,58,"[{'text': 'OpMandera', 'indices': [82, 92]}]"
376,9.09E+17,17/09/17 14:29,"@Kirsty_Atkinson @ManUtd @Everton It's just a general football-themed drink driving community safety message #NoneForTheRoad""",3,0,50,"[{'text': 'NoneForTheRoad', 'indices': [109, 124]}]"
377,9.09E+17,17/09/17 13:56,"@Reimer_Bard We try not to do 'fake news' - arrest was for real - picture posed by model/stock picture""",0,0,73,[]
378,9.09E+17,17/09/17 13:52,"@AllyBrown2 @johnlegend Insp S - was a big team effort involving many partners, but thanks for those kind words. I'\xe2\x80\xa6 https://t.co/v95mp4W3RI""",4,0,41,[]
379,9.09E+17,17/09/17 13:48,"Planning to hit the bar after todays match between @ManUtd &amp; @Everton for a few shots? Don't drive after, or it cou\xe2\x80\xa6 https://t.co/Robu4T4Rfa""",31,19,65,[]
380,9.09E+17,17/09/17 13:42,2pm - Extra officers deployed in Piccadilly Gardens today as part of #OpMandera have already arrested a male for a\xe2\x80\xa6 https://t.co/P3phEeok1t',15,1,33,"[{'text': 'OpMandera', 'indices': [69, 79]}]"
381,9.09E+17,17/09/17 13:37,"@BrianTay1or @Peter_Kirkham @CopsAgainst Insp S - We wouldn't discuss operational staffing on social media - sorry""",2,0,39,[]
382,9.09E+17,17/09/17 13:31,"@Curiousfortrut1 Under National Crime Recording Standards, we were required to record a crime of theft, which we di\xe2\x80\xa6 https://t.co/B9DXkA0IYy'",0,0,40,[]
383,9.09E+17,17/09/17 13:30,@gardencat_ We are not aware of this incident - has it been reported?',0,0,34,[]
384,9.09E+17,17/09/17 13:29,@maranthaa_ @ShowsecUK @ManchesterArena Thank you - hope you had a great night. Our friends at @BTPManchester were also looking after you',1,0,64,[]
385,9.09E+17,17/09/17 10:23,"@KGrahamWriting Thanks for that thumbs up! You enjoy what's left of the weekend""",0,0,60,[]
386,9.09E+17,17/09/17 09:41,Another Piccadilly Gardens Spice dealer jailed + banned from the area once released. See our Facebook for details: https://t.co/6Nv02uTvaW',42,11,63,[]
387,9.09E+17,17/09/17 09:17,@domwest74 No harm allowing a little extra time...and following @OfficialTfGM &amp; @MCRMetrolink for any last minute issues. Enjoy the match',5,0,43,[]
388,9.09E+17,17/09/17 09:11,"RT @gmpolice: Visiting the city today? There's some filming in the Spring Gardens area @GMPCityCentre https://t.co/BXng71fvD9""",0,371,50,[]
389,9.09E+17,17/09/17 08:16,Arrests overnight inc 2 men sus assault 2am; report door staff hit with bottle + man sus assault 1am; report victim\xe2\x80\xa6 https://t.co/nbnso1yAo4',7,2,61,[]
390,9.09E+17,17/09/17 08:02,"Another day, another deal gone wrong\n\n18 yr old rings 999 to complain he gave wallet to dealer to put drugs in, &amp; h\xe2\x80\xa6 https://t.co/EcXiamItlG'",48,23,60,[]
391,9.09E+17,17/09/17 07:13,"@magichaddon Sorry we didn't pick this up overnight - it will have been precautionary security measures. Hopefully you got round eventually.""",0,0,55,[]
392,9.09E+17,17/09/17 07:12,"@cottonopolist @islington_wharf You are very welcome. Hopefully, you got some peace and quiet afterwards'",1,0,51,[]
393,9.09E+17,17/09/17 07:10,"@Marlothomew Probably increased security measures. Hope you got home OK and wasn't too looooooong!""",2,0,38,[]
394,9.09E+17,16/09/17 14:27,RT @BBCRadioManc: Have you seen this woman? @GMPCityCentre say she has been missing for a month https://t.co/AUiahNPwxW',0,27,53,[]
395,9.09E+17,16/09/17 14:18,Anybody with information should contact police on 101 quoting incident number 1879 of 15/08/17.',2,3,48,[]
396,9.09E+17,16/09/17 14:17,"White female, 5'8 tall of medium build with short dark hair. Last seen wearing blue jeans, dark jacket with a red stripe across the front""",0,6,43,[]
397,9.09E+17,16/09/17 14:14,"Missing Person - Verity Christian, aka Deborah Crompton, 51yrs. Last seen Tuesday 15th August at Manchester Town Ha\xe2\x80\xa6 https://t.co/THMjxKMsnL'",15,94,65,[]
398,9.09E+17,16/09/17 12:33,@nickhowardmcfc @metpoliceuk Thanks for your comment - A lot of the time we massively rely on members of the public\xe2\x80\xa6 https://t.co/FTw5V0c49l',1,0,42,[]
399,9.09E+17,16/09/17 12:31,"@Peroni141 @SkyNews Hi, Thanks for your comment - Can we help with anything?'",0,0,52,[]
400,9.09E+17,16/09/17 12:30,"@garethmanc Hi Gareth, Thanks for this - After looking at our logs it seems this has now been reported. Thanks KL'",2,0,55,[]
401,9.09E+17,16/09/17 12:29,"@ChizzyCha88 Hi - This is a precautionary measure, purely for reassurance - due to the UK's terror threat level being increased to Critical.""",11,1,60,[]
402,9.09E+17,15/09/17 18:59,"Took so long due to mental health issues, substance abuse &amp; an unwillingness to leave the city centre with all its support services.'",14,0,53,[]
403,9.09E+17,15/09/17 16:46,City centre rough sleepers should not go hungry tonight @Coffee4Craig serving hot meals (7-9pm) at 52 Oldham Street https://t.co/3IfKDiAIJF',53,33,69,[]
404,9.09E+17,15/09/17 15:39,@ManchesterASBAT (2/2) &amp; Council Rough Sleeper Team. The person can now get much needed help #streetVulnerable https://t.co/XNQetVQ9U5',5,1,54,"[{'text': 'streetVulnerable', 'indices': [97, 114]}]"
405,9.09E+17,15/09/17 15:24,(1/2) Vulnerable elderly rough sleeper causing ASB issues taken to hospital &amp; sectioned Mental Heath Act after teamwork @ManchesterASBAT',12,3,45,[]
406,9.08E+17,14/09/17 15:19,"Man seen in sus circs Whitworth St West yesterday, charged possession of Spice. \n\nAlso 'wanted' on a recall to pris\xe2\x80\xa6 https://t.co/tI40SD63EM""",19,4,51,[]
407,9.08E+17,14/09/17 15:14,"Ajay Singh 21 yrs of No Fixed Address, has been charged with being concerned in supply of Spice. He appears in cour\xe2\x80\xa6 https://t.co/AHi9WOeAuc'",17,1,56,[]
408,9.08E+17,14/09/17 09:35,"RT @GMPSpecials: RESULTS Part of Princess St @GMPCityCentre is for taxi's,\xf0\x9f\x9a\x8b, \xf0\x9f\x9a\x8c &amp; \xf0\x9f\x9a\xb2 only. Driver who failed to stop for @GMPSpecials enforci\xe2\x80\xa6""",0,5,28,[]
409,9.08E+17,14/09/17 09:33,999s overnight inc 4am report of woman defecating on road near Victoria railway station\n\nWe passed the log to\xe2\x80\xa6 https://t.co/oYecEpKZj8',94,26,49,[]
410,9.08E+17,14/09/17 09:01,@TrinitysTreat Sorry! https://t.co/BS8Y0XVpHa',1,0,50,[]
411,9.08E+17,14/09/17 08:21,"Good Morning, A &amp; C releif on duty today - Any issues ring 101 or 999 in emergency #CityCentre #Manchester'",3,1,47,"[{'text': 'CityCentre', 'indices': [87, 98]}, {'text': 'Manchester', 'indices': [99, 110]}]"
412,9.08E+17,14/09/17 07:15,R/sleeper meals\n9-10am @BoothCentre Pimblett St\n10:30-1pm @BarnabusMcr 45 Bloom St\n7-9pm @Coffee4Craig 52 Oldham St\xe2\x80\xa6 https://t.co/mPlFfGsqZZ',38,36,50,[]
413,9.08E+17,13/09/17 18:39,"@loganbelle4 @loganbelle4 Insp S - none of our tweets on this serial thief have used humour or even mentioned 'homeless.'""",0,0,30,[]
414,9.08E+17,13/09/17 16:09,"@IanJCoulson We locked up a 'proper' one this morning, who we believe has been active in Piccadilly Gardens. This c\xe2\x80\xa6 https://t.co/CSeQz7SKK8""",2,0,53,[]
415,9.08E+17,13/09/17 16:09,"@floody1984 We locked up a 'proper' one this morning, who we believe has been active in Piccadilly Gardens. This ca\xe2\x80\xa6 https://t.co/giOJ6hks0Q""",2,0,50,[]
416,9.08E+17,13/09/17 16:08,"@expandDONG420 We locked up a 'proper' one this morning, who we believe has been active in Piccadilly Gardens. This\xe2\x80\xa6 https://t.co/lBsMYkk3du""",1,0,45,[]
417,9.08E+17,13/09/17 15:12,"@ManchesterASBAT (3/3) Most have accommodation, benefits &amp; have had offers of support #streetAction   https://t.co/8DpTiSDpCZ'",7,4,21,"[{'text': 'streetAction', 'indices': [90, 103]}]"
418,9.08E+17,13/09/17 15:07,"@ManchesterASBAT (2/3) who pester people at cashpoints, litter or are verbally abusive. Notices warn them to stop b\xe2\x80\xa6 https://t.co/mBGeEbDiF7'",4,0,45,[]
419,9.08E+17,13/09/17 15:02,(1/3) Police &amp; Council @ManchesterASBAT serve 11 Community Protection Notices CPN to persistent &amp; nuisance beggars\n https://t.co/dDYsiae3Kk',9,1,51,[]
420,9.08E+17,13/09/17 14:54,"999 at 2pm - Man gave \xc2\xa320 to a dealer for Spice, who ran off leaving caller empty-handed. Man wants us to come &amp; ar\xe2\x80\xa6 https://t.co/WVH4T9BDqQ'",134,37,49,[]
421,9.08E+17,13/09/17 11:54,"@Race__Tips The curse of only 140 characters...so the judge wasn't called 'Mon' either!""",0,0,43,[]
422,9.08E+17,13/09/17 11:47,"Swift justice. Man arrested Sun 'dipping', jailed by judge Mon &amp; faces deportation. Read full story on our Facebook\xe2\x80\xa6 https://t.co/FuDRLh5NcQ""",16,3,53,[]
